30F33A	+plugg srl
88C3B3	Sovico
C87324	Sow Cheng Technology Co. Ltd.
001357	Soyal Technology Co., Ltd.
000262	Soyo Group Soyo Com Tech Co., Ltd
00404F	Space & Naval Warfare Systems
00010B	Space CyberLink, Inc.
000DF7	Space Dynamics Lab
002612	Space Exploration Technologies
7093F8	Space Monkey, Inc.
00162E	Space Shuttle Hi-Tech Co., Ltd.
0009CE	SpaceBridge Semiconductor Corp.
000DC0	Spagat AS
0017DA	Spans Logic
20E407	Spark srl
000E8E	SparkLAN Communications, Inc.
001785	Sparr Electronics Ltd
4456B7	Spawn Labs, Inc
5C3327	Spazio Italia srl
001F40	Speakercraft Inc.
002164	Special Design Bureau for Seismic Instrumentation
68122D	Special Instrument Development Co., Ltd.
0080BA	Specialix (Asia) Pte Ltd
5CF207	Speco Technologies
001254	Spectra Technologies Holdings Company Ltd
00A0D8	Spectra-               # SPECTRA - TEK
000CEC	Spectracom Corp.
00192E	Spectral Instruments, Inc.
00907A	Spectralink, Inc
003089	Spectrapoint Wireless, LLC
000674	Spectrum Control, Inc.
000283	Spectrum Controls, Inc.
000E99	Spectrum Digital, Inc
2C441B	Spectrum Medical Limited
0007D1	Spectrum Signal Processing Inc.
00133B	Speed Dragon Multimedia Limited
0005D5	Speedcom Wireless
C49380	Speedytel technology
001407	Sperian Protection Instrumentation
001C28	Sphairon Technologies GmbH
C4F464	Spica international
0000F2	Spider Communications		(Montreal, not Spider Systems)
080039	Spider Systems
002448	SpiderCloud Wireless, Inc
000410	Spinnaker Networks, Inc.
287184	Spire Payments
00105E	Spirent plc, Service Assurance Broadband
0007D9	Splicecom
B8DF6B	SpotCam Co., Ltd.
4045DA	Spreadtrum Communications (Shanghai) Co., Ltd.
000FA4	Sprecher Automation GmbH
900BC1	Sprocomm Technologies CO.,Ltd
00191B	Sputnik Engineering AG
00506B	Spx-Ateg
008067	Square D Company
241A8C	Squarehead Technology AS
00144E	Srisa
FCE1D9	Stable Imaging Solutions LLC
001959	Staccato Communications Inc.
E036E3	Stage One International Co., Ltd.
2891D0	Stage Tec Entwicklungsgesellschaft für professionelle Audiotechnik mbH
942197	Stalmart Technology Limited
788B77	Standar Telecom
0019B3	Stanford Research Systems
080056	Stanford University
0026E1	Stanford University, OpenFlow Group
0C6AE6	Stanley Security Solutions
001260	Stanton Magnetics,inc.
0019F1	Star Communication Network Technology Co.,Ltd
0000E7	Star Gate Technologies
0025C5	Star Link Communication Pvt. Ltd.
000CB0	Star Semiconductor Corporation
004052	Star Technologies Inc
448312	Star-Net
00405D	Star-Tek Inc
00268C	StarLeaf Ltd.
E8EA6A	StarTech.com
001BC7	StarVedia Technology Inc.
00B0DF	Starboard Storage Systems
001F2C	Starbridge Networks
E8F2E3	Starcor Beijing Co.,Limited
000547	Starent Networks
000AAD	Stargames Corporation
0012A5	Stargen, Inc.
9C9C1D	Starkey Labs Inc.
984E97	Starlight Marketing (H. K.) Ltd.
0040BD	Starlight Networks Inc
0021E6	Starlight Video Limited
8CA2FD	Starry, Inc.
B88EC6	Stateless Networks
64DC01	Static Systems Group PLC
00A0F3	Staubli
D0F27F	SteadyServ Technoligies, LLC
000D4A	Steag ETA-Optik
289A4B	SteelSeries ApS
50D274	Steffes Corporation
CCBD35	Steinel GmbH
D86960	Steinsvik
40618E	Stella-Green Co
00037D	Stellcom
B887A8	Step Ahead Innovations Inc.
DC2F03	Step forward Group Co., Ltd.
78303B	Stephen Technologies Co.,Limited
6C6F18	Stereotaxis, Inc.
BC0200	Stewart Audio
001FA6	Stilo srl
001E2D	Stim
00252B	Stirling Energy Systems
001273	Stoke Inc
0014E7	Stolinx,. Inc
001EE9	Stoneridge Electronics AB
587A4D	Stonesoft Corporation
D093F8	Stonestreet One LLC
000CA0	StorCase Technology, Inc.
001852	StorLink Semiconductors, Inc.
486FD2	StorSimple Inc
888B5D	Storage Appliance Corporation
00029A	Storage Apps
006085	Storage Concepts
C8208E	Storagedata
48AA5D	Store Electronic Systems
001519	StoreAge Networking Technologies
00C03F	Stores Automated Systems Inc
882E5A	Storone
00243F	Storwize, Inc.
0008A0	Stotz Feinmesstechnik GmbH
E8A7F2	Straffic
B8DAF1	Strahlenschutz- Entwicklungs- und Ausruestungsgesellschaft mbH
00076B	Stralfors AB
B08807	Strata Worldwide
001541	StrataLight Communications, Inc.
00C043	Stratacom
A0E534	Stratec Biomedical AG
0004B6	Stratex Networks, Inc.
001BC6	Strato Rechenzentrum AG
0004FC	Stratus Computer (DE), Inc.
0000A8	Stratus Computer, Inc.
001859	Strawberry Linux Co.,Ltd.
0040CF	Strawberry Tree Inc
000A1B	Stream Labs
0060EA	StreamLogic
000F50	StreamScale Limited
501E2D	StreamUnlimited Engineering GmbH
001128	Streamit
000F45	Stretch, Inc.
00065A	Strix Systems
001933	Strix Systems, Inc.
0026A9	Strong Technologies Pty Ltd
002235	Strukton Systems bv
000DD1	Stryker Corporation
E457A8	Stuart Manufacturing, Inc.
001724	Studer Professional Audio GmbH
0040D7	Studio Gen Inc
000422	Studio Technologies, Inc
002158	Style Flying Technology Co.
983571	Sub10 Systems Ltd
0025F0	Suga Electronics Limited
54B620	SuhdolE&               # SUHDOL E&C Co.Ltd.
0004AE	Sullair Corporation
54112F	Sulzer Pump Solutions Finland Oy
002468	Sumavision Technologies Co.,Ltd
00005F	Sumitomo
0008F6	Sumitomo Electric Industries,Ltd
0006C8	Sumitomo Metal Micro Devices, Inc.
0CC81F	Summer Infant, Inc.
001723	Summit Data Communications
2CCD43	Summit Technology Group
00808A	Summit?		# Summit (?)
0005CC	Sumtel Communications, Inc.
080020	Sun
00057D	Sun Communications, Inc.
A44B15	Sun Cupid Technology (HK) LTD
0080F3	Sun Electronics Corp
CCCC4E	Sun Fountainhead USA. Corp
000E3E	Sun Optronics Inc
0012DC	SunCorp Industrial Limited
A88D7B	SunDroid Global limited.
00141F	SunKwang Electronics Co., Ltd
0022F2	SunPower Corp
6C5CDE	SunReports, Inc.
38DBBB	Sunbow Telecom Co., Ltd.
001C27	Sunell Electronics Co.
C85663	Sunflex Europe GmbH
000779	Sungil Telecom Co., Ltd.
000638	Sungjin C&C Co., Ltd.
001643	Sunhillo Corporation
000C65	Sunin Telecom
001DDF	Sunitec Enterprise Co., Ltd.
0CA694	Sunitec Enterprise Co.,Ltd
801440	Sunlit System Technology Corp
0013AC	Sunmyung Electronics Co., LTD
001D54	Sunnic Technology & Merchandise INC.
000763	Sunniwell Cyber Tech. Co., Ltd.
08A5C8	Sunnovo International Limited
000665	Sunny Giken, Inc.
DCD52A	Sunny Heart Limited
001105	Sunplus Technology Co., Ltd.
000FF0	Sunray Co. Ltd.
D0131E	Sunrex Technology Corp
000ACD	Sunrich Technology Limited
C88439	Sunrise Technologies
001DF5	Sunshine Co,LTD
9C79AC	Suntec Software(Shanghai) Co., Ltd.
04DB8A	Suntech International Ltd.
681D64	Sunwave Communications Co., Ltd
0016D7	Sunways AG
002590	Super Micro Computer, Inc.
000BB1	Super Star Technology Co., Ltd.
000001	SuperLAN-2U
0036FE	SuperVision
001446	SuperVision Solutions LLC
000957	Supercaller, Inc.
E86CDA	Supercomputers and Neurocomputers Research Center
A0A65C	Supercomputing Systems AG
0022B6	Superflow Technologies Group
006027	Superior Modular Products
0001E5	Supernet, Inc.
0017FC	Suprema Inc.
00052C	Supreme Magic Corporation
00034F	Sur-Gard Security
0015CB	Surf Communication Solutions Ltd.
00129E	Surf Communications Inc.
94885E	Surfilter Network Technology Co., Ltd.
00049C	Surgient Networks, Inc.
00803D	Surigiken Co Ltd
9486D4	Surveillance Pro Corporation
0015F5	Sustainable Energy Systems
001C33	Sutron
E45614	Suttle Apparatus
0022C6	Sutus Inc
0C8CDC	Suunto Oy
F86601	Suzhou Chi-tek information technology Co., Ltd
AC11D3	Suzhou HOTEK  Video Technology Co. Ltd
706582	Suzhou Hanming Technologies Co., Ltd.
001410	Suzhou Keda Technology CO.,Ltd
002718	Suzhou NEW SEAUNION Video Technology Co.,Ltd
88CBA5	Suzhou Torchstar Intelligent Technology Co.,Ltd
00031C	Svenska Hardvarufabriken AB
BC51FE	Swann communications Pty Ltd
FC4499	Swarco LEA d.o.o.
001A0C	Swe-Dish Satellite Systems AB
0054BD	Swelaser AB
9C44A6	SwiftTest, Inc.
0018D6	Swirlnet A/S
001DAB	SwissQual License AG
644214	Swisscom Energy Solutions AG
001266	Swisscom Hospitality Services SA
001F50	Swissdis AG
5C335C	Swissphone Telecom AG
000590	Swissvoice Ltd.
000961	Switchgear and Instrumentation Ltd
001851	Swsoft
001B6B	Swyx Solutions AG
000B65	Sy.A.C. srl
0006DC	Syabas Technology (Amquest)
001E0A	Syba Tech Limited
0040E5	Sybus Corporation
002054	Sycamore Networks
000B6C	Sychip Inc.
28F606	Syes srl
00216F	SymCom, Inc.
48BE2D	Symanitron
000DD4	Symantec Corporation
D4CF37	Symbolic IO
080005	Symbolics			Symbolics LISP machines
5435DF	Symeo GmbH
000CD0	Symetrix
00B0AE	Symmetricom
00A069	Symmetricom, Inc.
001671	Symphox Information Co.
0014C0	Symstream Technology Group Ltd
001454	Symwave
001EA2	Symx Systems, Inc.
000783	SynCom Network, Inc.
00336C	SynapSense Corporation
001C2C	Synapse
0091FA	Synapse Product Development
001FEC	Synapse Électronique
90CC24	Synaptics, Inc
00406F	Sync Research Inc
E80C75	Syncbak, Inc.
0016D5	Synccom Co., Ltd
0014A1	Synchronous Communication Corp
000558	Synchronous, Inc.
000F9A	Synchrony, Inc.
00606B	Synclayer Inc.
503F56	Syncmold Enterprise Corp
0007C7	Synectics Systems Limited
000A36	Synelec Telecom Multimedia
3C5F01	Synerchip Co., Ltd.
60B387	Synergics Technologies GmbH
001C53	Synergy Lighting Controls
00803E	Synernetics
001132	Synology Incorporated
000081	Synoptics
00076F	Synoptics Limited
00C0D2	Syntellect Inc
00003F	Syntrex Inc
002559	Syphan Technologies Ltd
0011A6	Sypixx Networks
1C0FCF	Sypro Optics GmbH
0022F6	Syracuse Research Corporation
0017BB	Syrinx Industrial Electronics
080C0B	SysMik GmbH Dresden
48C8B6	SysTec GmbH
483D32	Syscor Controls &amp; Automation
00406B	Sysgen
D8A105	Syslane, Co., Ltd.
0013EB	Sysmaster Corporation
00066B	Sysmex Corporation
000BB0	Sysnet Telematica srl
0453D5	Sysorex Global Holdings
0008B4	Syspol
0008A8	Systec Co., Ltd.
A8D0E3	Systech Electronics Ltd.
000BEB	Systegra AG
0005F4	System Base Co., Ltd.
20FECD	System In Frontier Inc.
0026C8	System Sensor
00010C	System Talks Inc.
00149F	System and Chips, Inc.
000913	SystemK Corporation
DCC422	Systembase Limited
0030AC	Systeme Lauer GmbH & Co., Ltd.
000809	Systemonic AG
681605	Systems And Electronic Development FZCO
000505	Systems Integration Solutions, Inc.
000E8D	Systems in Progress Holding GmbH
001493	Systimax Solutions
000B1B	Systronix, Inc.
001C74	Syswan Technologies Inc.
64DB81	Syszone Co., Ltd.
000792	Sütron Electronic GmbH
001698	T&A Mobile Phones
000D8B	T&D Corporation
000BA0	T&L Information Inc.
001EE3	T&W Electronics (ShenZhen) Co.,Ltd
D00F6D	T&W Electronics Company
001FA3	T&W Electronics(Shenzhen)Co.,Ltd.
4CA003	T-21 Technologies LLC
002658	T-Platforms (Cyprus) Limited
001457	T-VIPS AS
002023	T.C. TECHNOLOGIES PTY. LTD
0080E2	T.D.I. CO., LTD.
000149	T.D.T. Transfer Data Test GmbH
000DA9	T.E.A.M. S.L.
001B94	T.E.M.A. S.p.A.
002639	T.M. Electronics, Inc.
001246	T.O.M TECHNOLOGY INC..
006096	T.S. MICROTECH INC.
001016	T.SQWARE
10F49A	T3 Innovation
002089	T3PLUS NETWORKING, INC.
A012DB	TABUCHI ELECTRIC CO.,LTD
005006	TAC AB
00185F	TAC Inc.
0010AF	TAC SYSTEMS, INC.
00106E	TADIRAN COM. LTD.
00A0C7	TADIRAN TELECOMMUNICATIONS
00172C	TAEJIN INFOTECH
00509A	TAG ELECTRONIC SYSTEMS
001EB6	TAG Heuer SA
C438D3	TAGATEC CO.,LTD
0008B5	TAI GUEN ENTERPRISE CO., LTD
00D0DA	TAICOM DATA SYSTEMS CO., LTD.
000B78	TAIFATECH INC.
00185D	TAIGUEN TECHNOLOGY (SHEN-ZHEN) CO., LTD.
003082	TAIHAN ELECTRIC WIRE CO., LTD.
0090BB	TAINET COMMUNICATION SYSTEM Corp.
001138	TAISHIN CO., LTD.
003091	TAIWAN FIRST LINE ELEC. CORP.
00C0D7	TAIWAN TRADING CENTER DBA
00202D	TAIYO CORPORATION
D44B5E	TAIYO YUDEN CO., LTD.
AC3FA4	TAIYO YUDEN CO.,LTD
0080BF	TAKAOKA ELECTRIC MFG. CO. LTD.
34543C	TAKAOKA TOKO CO.,LTD.
505065	TAKT Corporation
004038	TALENT ELECTRIC INCORPORATED
0017FE	TALOS SYSTEM INC.
00E051	TALX CORPORATION
00033B	TAMI Tech Co., Ltd.
F097E5	TAMIO, INC
0022DF	TAMUZ Monitors
005060	TANDBERG TELECOM AS
00E02A	TANDBERG TELEVISION AS
C8EE08	TANGTOP TECHNOLOGY CO.,LTD
001C0C	TANITA Corporation
002476	TAP.tv
00D074	TAQUA SYSTEMS, INC.
0050DC	TAS TELEFONBAU A. SCHWABE GMBH & CO. KG
001C4E	TASA International Limited
9C220E	TASCAN Systems GmbH
001127	TASI, Inc
38F33F	TATSUNO CORPORATION
000A82	TATSUTA SYSTEM ELECTRONICS CO.,LTD.
AC6FBB	TATUNG Technology Inc.
00E0D9	TAZMO CO., LTD.
000A9B	TB Group Inc
001EB7	TBTech, Co., Ltd.
B40832	TC Communications
000166	TC GROUP A/S
3C591E	TCL King Electrical Appliances (Huizhou) Co., Ltd
000E1F	TCL Networks Equipment Co., Ltd.
001C50	TCL Technoly Electronics (Huizhou) Co., Ltd.
001D4E	TCM Mobile LLC
0CBD51	TCT mobile ltd
00048F	TD Systems Corporation
004083	TDA INDUSTRIA DE PRODUTOS
0016D6	TDA Tech Pty Ltd
1CB243	TDC A/S
008098	TDK Corporation
0019F9	TDK-Lambda
005065	TDK-Lambda Corporation
988EDD	TE Connectivity Limerick
CC912B	TE Connectivity Touch Solutions
002600	TEAC Australia Pty Ltd.
00022E	TEAC Corp. R& D
000F27	TEAL Electronics, Inc.
4CDF3D	TEAM ENGINEERS ADVANCE TECHNOLOGIES INDIA PVT LTD
181420	TEB SAS
0018B3	TEC WizHome Co., Ltd.
EC26FB	TECC CO.,LTD.
E07F53	TECHBOARD SRL
5027C7	TECHNART Co.,Ltd
006059	TECHNICAL COMMUNICATIONS CORP.
00E005	TECHNICAL CORP.
00E0B4	TECHNO SCOPE CO., LTD.
001073	TECHNOBOX, INC.
00D069	TECHNOLOGIC SYSTEMS
00D0CC	TECHNOLOGIES LYRE INC.
00D036	TECHNOLOGY ATLANTA CORP.
0050B0	TECHNOLOGY ATLANTA CORPORATION
34A55D	TECHNOSOFT INTERNATIONAL SRL
000968	TECHNOVENTURE, INC.
0020EC	TECHWARE SYSTEMS CORP.
080073	TECMAR INC.
008089	TECNETICS (PTY) LTD.
04946B	TECNO MOBILE LIMITED
0021DC	TECNOALARM S.r.l.
00E020	TECNOMEN OY
0090DC	TECO INFORMATION SYSTEMS
000A14	TECO a.s.
0003C9	TECOM Co., Ltd.
000C7D	TEIKOKU ELECTRIC MFG. CO., LTD
000A81	TEIMA Audiotex S.L.
0050EE	TEK DIGITEL CORPORATION
00D0FB	TEK MICROSYSTEMS, INCORPORATED
00C0AF	TEKLOGIX INC.
0090E5	TEKNEMA, INC.
00A0A5	TEKNOR MICROSYSTEME, INC.
00608F	TEKRAM TECHNOLOGY CO., LTD.
647FDA	TEKTELIC Communications Inc.
547FA8	TELCO systems, s.r.o.
001967	TELDAT Sp.J.
00A026	TELDAT, S.A.
000BDE	TELDIX GmbH
00C0BC	TELECOM AUSTRALIA/CSSC
009059	TELECOM DEVICE K.K.
001A79	TELECOMUNICATION TECHNOLOGIES LTD.
0444A1	TELECON GALICIA,S.A.
4C322D	TELEDATA NETWORKS
000E5A	TELEFIELD inc.
0006B7	TELEM GmbH
002407	TELEM SAS
0090BC	TELEMANN CO., LTD.
00005C	TELEMATICS INTERNATIONAL INC.
0090E1	TELENA S.P.A.
00012B	TELENET Co., Ltd.
001BE0	TELENOT ELECTRONIC GmbH
001FD7	TELERAD SA
00E0F5	TELES AG
00C0CC	TELESCIENCES CO SYSTEMS, INC.
0022AD	TELESIS TECHNOLOGIES, INC.
0024A6	TELESTAR DIGITAL GmbH
009056	TELESTREAM, INC.
006062	TELESYNC, INC.
0000B2	TELEVIDEO SYSTEMS, INC.
00305A	TELGEN CORPORATION
0030FA	TELICA, INC.
005086	TELKOM SA, LTD.
00A0FF	TELLABS OPERATIONS, INC.
107223	TELLESCOM INDUSTRIA E COMERCIO EM TELECOMUNICACAO
0090FF	TELLUS TECHNOLOGY INC.
004007	TELMAT INFORMATIQUE
00E0B2	TELMAX COMMUNICATIONS CORP.
783D5B	TELNET Redes Inteligentes S.A.
0010E8	TELOCITY, INCORPORATED
00E0A6	TELOGY NETWORKS, INC.
00E0D1	TELSIS LIMITED
00001E	TELSIST INDUSTRIA ELECTRONICA
000C73	TELSON ELECTRONICS CO., LTD
0040DA	TELSPEC LTD
00A013	TELTREND LTD.
00601C	TELXON CORPORATION
002343	TEM AG
143365	TEM Mobile Limited
000E9F	TEMIC SDS GmbH
0011C5	TEN Technology
00A0D0	TEN X TECHNOLOGY, INC.
00A0E0	TENNYSON TECHNOLOGIES PTY LTD
0013E5	TENOSYS, INC.
001949	TENTEL  COMTECH CO., LTD.
0040CD	TERA MICROSYSTEMS, INC.
006003	TERAOKA WEIGH SYSTEM PTE, LTD.
005087	TERASAKI ELECTRIC CO., LTD.
00D0C4	TERATECH CORPORATION
0020B4	TERMA ELEKTRONIK AS
60F673	TERUMO CORPORATION
905446	TES ELECTRONIC SOLUTIONS
3C15EA	TESCOM CO., LTD.
0020CF	TEST & MEASUREMENT SYSTEMS INC
00194A	TESTO AG
0090CE	TETRA GmbH
0020C2	TEXAS MEMORY SYSTEMS, INC.
00A0B4	TEXAS MICROSYSTEMS, INC.
0001F8	TEXIO TECHNOLOGY CORPORATION
0012C6	TGC America, Inc
000DC9	THALES Elektronik Systeme GmbH
00DB45	THAMWAY CO.,LTD.
00E0F1	THAT CORPORATION
00209A	THE 3DO COMPANY
001004	THE BRANTLEY COILE COMPANY,INC
008084	THE CLOUD INC.
0080BD	THE FURUKAWA ELECTRIC CO., LTD
00408D	THE GOODYEAR TIRE & RUBBER CO.
00509D	THE INDUSTREE B.V.
0000BE	THE NTI GROUP
00A00D	THE PANDA PROJECT
0010BD	THE TELECOMMUNICATION TECHNOLOGY COMMITTEE (TTC)
001259	THERMO ELECTRON KARLSRUHE
B05B1F	THERMO FISHER SCIENTIFIC S.P.A.
44A6E5	THINKING TECHNOLOGY CO.,LTD
0017D2	THINLINX PTY LTD
00D0C6	THOMAS & BETTS CORP.
0080EE	THOMSON CSF
0012FA	THX LTD
080028	TI				Explorer
30786B	TIANJIN Golden Pentagon Electronics Co., Ltd.
7CC8D0	TIANJIN YAAN TECHNOLOGY CO., LTD.
005052	TIARA NETWORKS, INC.
0060A8	TIDOMAT AB
00E074	TIERNAN COMMUNICATIONS, INC.
0013D6	TII NETWORK TECHNOLOGIES, INC.
000814	TIL Technologies
F4B72A	TIME INTERCONNECT LTD
00002F	TIMEPLEX INC.
002081	TITAN ELECTRONICS
002D76	TITECH GmbH
408A9A	TITENG CO., Ltd.
002057	TITZE DATENTECHNIK GmbH
005008	TIVA MICROCOMPUTER CORP. (TMC)
00013C	TIW SYSTEMS
CC6DEF	TJK Tietolaite Oy
000673	TKH Security Solutions USA
0026EE	TKM GmbH
006042	TKS (USA), INC.
00D0AD	TL INDUSTRIES
5850AB	TLS Corporation
941D1C	TLab West Systems AB
A8C222	TM-Research Inc.
000424	TMC s.r.l.
A05DC1	TMCT Co., LTD.
001B7F	TMN Technologies Telecomunicacoes Ltda
704CED	TMRG, Inc.
000D69	TMT&D Corporation
E82877	TMY Co., Ltd.
0005F9	TOA Corporation
00C09C	TOA Electronic Ltd
0016FC	TOHKEN CO.,LTD.
D41E35	TOHO Electronics INC.
000BDD	TOHOKU RICOH Co., LTD.
006017	TOKIMEC INC.
00D065	TOKO ELECTRIC
000D9E	TOKUDEN OHIZUMI SEISAKUSYO Co.,Ltd.
14157C	TOKYO COSMOS ELECTRIC CO.,LTD.
008091	TOKYO ELECTRIC CO.,LTD
80946C	TOKYO RADAR CORPORATION
00D0A7	TOKYO SOKKI KENKYUJO CO., LTD.
001F10	TOLEDO DO BRASIL INDUSTRIA DE BALANCAS  LTDA
00103F	TOLLGRADE COMMUNICATIONS, INC.
001355	TOMEN Cyber-business Solutions, Inc.
080084	TOMEN ELECTRONICS CORP.
000760	TOMIS Information & Telecom Corp.
8081A5	TONGQING COMMUNICATION EQUIPMENT (SHENZHEN) Co.,Ltd
00A07C	TONYANG NYLON CO., LTD.
0C8D98	TOP EIGHT IND CORP
340A22	TOP-ACCESS ELECTRONICS CO LTD
BCFFAC	TOPCON CORPORATION
0090C3	TOPIC SEMICONDUCTOR CORP.
546D52	TOPVIEW OPTRONICS CORP.
D06F4A	TOPWELL INTERNATIONAL HOLDINGS LIMITED
00A0FB	TORAY ENGINEERING CO., LTD.
00A0F0	TORONTO MICROELECTRONICS INC.
00E0BF	TORRENT NETWORKING TECHNOLOGIES CORP.
000039	TOSHIBA CORPORATION
986DC8	TOSHIBA MITSUBISHI-ELECTRIC INDUSTRIAL SYSTEMS CORPORATION
00A03B	TOSHIN ELECTRIC CO., LTD.
00E045	TOUCHWAVE, INC.
CC593E	TOUMAZ LTD
001BE4	TOWNET SRL
001E54	TOYO ELECTRIC Corporation
0019E6	TOYO MEDIC CO.,LTD.
006053	TOYODA MACHINE WORKS, LTD.
000927	TOYOKEIKI CO.,LTD.
188ED5	TP Vision Belgium N.V. - innovation site Brugge
70AF24	TP Vision Belgium NV
000AEB	TP-LINK TECHNOLOGIES CO.,LTD.
58639A	TPL SYSTEMES
00408A	TPS Teleprocessing Sys. Gmbh
001B20	TPine Technology
00D093	TQ - COMPONENTS GMBH
000312	TR-Systemtechnik GmbH
00C083	TRACE MOUNTAIN PRODUCTS, INC.
001096	TRACEWELL SYSTEMS, INC.
008028	TRADPOST (HK) LTD
0019D3	TRAK Microwave
00A02A	TRANCELL SYSTEMS
FC27A2	TRANS ELECTRIC CO., LTD.
00A02B	TRANSITIONS RESEARCH CORP.
00A0EC	TRANSMITTON LTD.
001BF3	TRANSRADIO SenderSysteme Berlin AG
0060D9	TRANSYS NETWORKS INC.
001C88	TRANSYSTEM INC.
60F281	TRANWO TECHNOLOGY CO., LTD.
00D061	TREMON ENTERPRISES CO., LTD.
001934	TRENDON TOUCH TECHNOLOGY CORP.
00D06E	TRENDVIEW RECORDERS LTD.
0014D1	TRENDnet, Inc.
004005	TRENDware International Inc.; Linksys; Simple Net; all three reported
00106F	TRENTON TECHNOLOGY INC.
000CAF	TRI TERM CO.,LTD.
0000BB	TRI-DATA Systems Inc.		Netway products, 3274 emulators
00A01F	TRICORD SYSTEMS, INC.
945B7E	TRILOBIT LTDA.
001DEF	TRIMM, INC.
EC0133	TRINUS SYSTEMS INC.
0060AE	TRIO INFORMATION SYSTEMS AB
90903C	TRISON TECHNOLOGY CORPORATION
00E0FA	TRL TECHNOLOGY, LTD.
E4A5EF	TRON LINK ELECTRONICS CO., LTD.
FCF8B7	TRONTEQ Electronic
DCDC07	TRP Systems BV
745798	TRUMPF Laser GmbH + Co. KG
001ABF	TRUMPF Laser Marking Systems AG
0011AB	TRUSTABLE TECHNOLOGY CO.,LTD.
0022ED	TSI Power Corporation
003020	TSI, Inc..
00503C	TSINGHUA NOVEL ELECTRONICS
080077	TSL (now Retix)
745FAE	TSL PPL
E8516E	TSMART Inc.
380197	TSST Global,Inc
000922	TST Biometrics GmbH
F8C372	TSUZUKI DENKI
889676	TTC MARCONI s.r.o.
001775	TTE Germany GmbH
EC4644	TTK SAS
8823FE	TTTech Computertechnik AG
147373	TUBITAK UEKAE
00505C	TUNDO CORPORATION
009083	TURBO COMMUNICATION, INC.
0030EB	TURBONET COMMUNICATIONS, INC.
000746	TURCK, Inc.
00906A	TURNSTONE SYSTEMS, INC.
00169E	TV One Ltd
00228E	TV-NUMERIC
006081	TV/COM INTERNATIONAL
00803C	TVS ELECTRONICS LTD
0018AE	TVT CO.,LTD
00160B	TVWorks LLC
004045	TWINHEAD CORPORATION
D81BFE	TWINLINX CORPORATION
0030CF	TWO TECHNOLOGIES, INC.
AC2DA3	TXTR GmbH
0030A0	TYCO SUBMARINE SYSTEMS, LTD.
0014EF	TZero Technologies, Inc.
5CA178	TableTop Media (dba Ziosk)
000ECC	Tableau, LLC
001376	Tabor Electronics Ltd.
004009	Tachibana Tectron Co Ltd
003009	Tachion Networks, Inc.
000967	Tachyon, Inc
9433DD	Taco Inc
000656	Tactel AB
A8A089	Tactical Communications
0030B5	Tadiran Microwave Networks
000A6B	Tadiran Telecom Business Systems LTD
000E15	Tadlys LTD
000083	Tadpole Technology  [had Optical Data Systems which is wrong according to both]
000B03	Taekwang Industrial Co., Ltd
001166	Taelim Electronics Co., Ltd.
001858	TagMaster AB
0015B8	Tahoe
0006D1	Tahoe Networks, Inc.
0026DF	TaiDoc Technology Corp.
00181B	TaiJin Metal Co., Ltd.
046E49	TaiYear Electronic Technology (Suzhou) Co., Ltd
FC1607	Taian Technology(Wuxi) Co.,Ltd.
2CDD95	Taicang T&W Electronics
00051F	Taijin Media Co., Ltd.
000565	Tailyn Communication Company Ltd.
28C914	Taimag Corporation
F8DAF4	Taishan Online Technology Co., Ltd.
000DCA	Tait Electronics
60CDC5	Taiwan Carol Electronics., Ltd
00031D	Taiwan Commate Computer, Inc.
BC15A6	Taiwan Jantek Electronics,Ltd.
000ABB	Taiwan Secom Co,. Ltd
001B82	Taiwan Semiconductor Co., Ltd.
00144A	Taiwan Thick-Film Ind. Corp.
00182A	Taiwan Video & Monitor
001E7C	Taiwick Limited
00037A	Taiyo Yuden Co., Ltd.
001A48	Takacom Corporation
0004D6	Takagi Industrial Co., Ltd.
001DA8	Takahata Electronics Co.,Ltd
50D6D7	Takahata Precision
0003DA	Takamisawa Cybernetics Co., Ltd.
00067D	Takasago Ltd.
0003D1	Takaya Corporation
001587	Takenaka Seisakusho Co.,Ltd
44D63D	Talari Networks
000066	Talaris
F02408	Talaris (Sweden) AB
001F61	Talent Communication Networks Inc.
B09134	Taleo
001EEB	Talk-A-Phone Co.
000F4D	TalkSwitch
0013CC	Tall Maple Systems
94C038	Tallac Networks
5C18B5	Talon Communications
D0C42F	Tamagawa Seiki Co.,Ltd.
88E917	Tamaggo
8818AE	Tamron Co., Ltd
18193F	Tamtron Oy
00C096	Tamura Corporation
00050F	TanakaS/               # Tanaka S/S Ltd.
0011D0	Tandberg Data ASA
0016A5	Tandberg Storage ASA
08008E	Tandem / Solbourne Computer ?
D4522A	TangoWiFi.com
0013A8	Tanisys Technology
00255A	Tantalus Systems Corp.
000D85	Tapwave, Inc.
000A09	TaraCom Integrated Products, Inc.
001432	Tarallax Wireless, Inc.
04F17D	Tarana Wireless
00111B	Targa Systems Div L-3 Communications
000A4A	Targa Systems Ltd.
8425A4	Tariox Limited
001FAA	Taseon, Inc.
00033E	Tateyama System Laboratory Co., Ltd.
002031	Tattile SRL
640E36	Taztag
58D67A	Tcplink
C80718	Tdsi
0004CB	Tdsoft Communication, Ltd.
BC6A16	Tdvine
001A17	Teak Technologies, Inc.
000E06	Team Simoco Ltd
0023C8	Team-R
0018D3	Teamcast
001FED	Tecan Systems Inc.
